supplier,supplier_sku,product_name,decoration_option_key,decoration_method,decoration_area,decoration_location,artwork_size_label,max_width_mm,max_height_mm,pricing_model,price_status,setup_cost,repeat_setup_cost,setup_cost_label,pricing_basis,additional_colour_policy,source_row_number,raw_json
Gear For Life,IGTTF,ToughTank 2.0L Flask,igttf|laser_engraving|flask_20x80mm_or_40x40mm|20x80mm,Laser Engraving,Flask - 20x80mm or 40x40mm,Flask,20x80mm,20.00,80.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,249,"{""source_row_number"": 249, ""raw_location"": ""Flask - 20x80mm or 40x40mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POTSL,Twilight Speaker Lamp,potsl|uvdtf_full_colour_small|lamp_20x20mm|20x20mm,UVDTF Full Colour - Small,Lamp - 20x20mm,Lamp,20x20mm,20.00,20.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,250,"{""source_row_number"": 250, ""raw_location"": ""Lamp - 20x20mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,POTSL,Twilight Speaker Lamp,potsl|uvdtf_full_colour_small|lamp_50x50mm|50x50mm,UVDTF Full Colour - Small,Lamp - 50x50mm,Lamp,50x50mm,50.00,50.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,251,"{""source_row_number"": 251, ""raw_location"": ""Lamp - 50x50mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,POTSL,Twilight Speaker Lamp,potsl|pad_printing|speaker_45x45mm|45x45mm,Pad Printing,Speaker - 45x45mm,Speaker,45x45mm,45.00,45.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,252,"{""source_row_number"": 252, ""raw_location"": ""Speaker - 45x45mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POTSL,Twilight Speaker Lamp,potsl|pad_printing|box_max_70x40mm|70x40mm,Pad Printing,Box - max 70x40mm,Box,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,253,"{""source_row_number"": 253, ""raw_location"": ""Box - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGVGMT,VersaGrip Multi Tool,igvgmt|uvdtf_full_colour_small|tool_20x20mm|20x20mm,UVDTF Full Colour - Small,Tool - 20x20mm,Tool,20x20mm,20.00,20.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,254,"{""source_row_number"": 254, ""raw_location"": ""Tool - 20x20mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,IGVGMT,VersaGrip Multi Tool,igvgmt|uvdtf_full_colour_small|wooden_box_20x20mm|20x20mm,UVDTF Full Colour - Small,Wooden Box - 20x20mm,Wooden Box,20x20mm,20.00,20.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,255,"{""source_row_number"": 255, ""raw_location"": ""Wooden Box - 20x20mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,IGVGMT,VersaGrip Multi Tool,igvgmt|uvdtf_full_colour_small|wooden_box_50x50mm|50x50mm,UVDTF Full Colour - Small,Wooden Box - 50x50mm,Wooden Box,50x50mm,50.00,50.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,256,"{""source_row_number"": 256, ""raw_location"": ""Wooden Box - 50x50mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,IGVGMT,VersaGrip Multi Tool,igvgmt|pad_printing|box_max_70x40mm|70x40mm,Pad Printing,Box - max 70x40mm,Box,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,257,"{""source_row_number"": 257, ""raw_location"": ""Box - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGVGMT,VersaGrip Multi Tool,igvgmt|pad_printing|tool_25x10mm|25x10mm,Pad Printing,Tool - 25x10mm,Tool,25x10mm,25.00,10.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,258,"{""source_row_number"": 258, ""raw_location"": ""Tool - 25x10mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGVGMT,VersaGrip Multi Tool,igvgmt|laser_engraving|tool_handle_40x10mm|40x10mm,Laser Engraving,Tool (Handle) - 40x10mm,Tool (Handle),40x10mm,40.00,10.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,259,"{""source_row_number"": 259, ""raw_location"": ""Tool (Handle) - 40x10mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,IGVGMT,VersaGrip Multi Tool,igvgmt|laser_engraving|on_wooden_box_40x40mm|40x40mm,Laser Engraving,On Wooden Box - 40x40mm,On Wooden Box,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,260,"{""source_row_number"": 260, ""raw_location"": ""On Wooden Box - 40x40mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POVMC,Vino Marble Cooler,povmc|pad_printing|marble_cooler_45x45mm|45x45mm,Pad Printing,Marble Cooler - 45x45mm,Marble Cooler,45x45mm,45.00,45.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,261,"{""source_row_number"": 261, ""raw_location"": ""Marble Cooler - 45x45mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POVMC,Vino Marble Cooler,povmc|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,262,"{""source_row_number"": 262, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POVMC,Vino Marble Cooler,povmc|laser_engraving|35x45mm_or_20x80mm|35x45mm,Laser Engraving,35x45mm or 20x80mm,35x45mm or 20x80mm,35x45mm,35.00,45.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,263,"{""source_row_number"": 263, ""raw_location"": ""35x45mm or 20x80mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POVCB,Vintage Cooler Box,povcb|uvdtf_full_colour_large|cooler_100x120mm|100x120mm,UVDTF Full Colour - Large,Cooler - 100x120mm,Cooler,100x120mm,100.00,120.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,264,"{""source_row_number"": 264, ""raw_location"": ""Cooler - 100x120mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,POVCB,Vintage Cooler Box,povcb|uvdtf_full_colour_large|cooler_200x150mm|200x150mm,UVDTF Full Colour - Large,Cooler - 200x150mm,Cooler,200x150mm,200.00,150.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,265,"{""source_row_number"": 265, ""raw_location"": ""Cooler - 200x150mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,POVCB,Vintage Cooler Box,povcb|uvdtf_full_colour_large|cooler_300x210mm|300x210mm,UVDTF Full Colour - Large,Cooler - 300x210mm,Cooler,300x210mm,300.00,210.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,266,"{""source_row_number"": 266, ""raw_location"": ""Cooler - 300x210mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,POVCB,Vintage Cooler Box,povcb|pad_printing|screen_printing_available_poa|,Pad Printing,Screen printing available - POA,Screen printing available,,,,sku_location_qty,request_quote,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,267,"{""source_row_number"": 267, ""raw_location"": ""Screen printing available - POA"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POWBC,Wave Beach Chair,powbc|laser_engraving|slat|,Laser Engraving,Slat,Slat,,,,sku_location_qty,request_quote,75.00,25.00,Logo $75 / Repeat $25,per_position,,268,"{""source_row_number"": 268, ""raw_location"": ""Slat"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POWCKB,Wedge Cheese Knife Block Set,powckb|pad_printing|box_lid_max_80x40mm|80x40mm,Pad Printing,Box Lid - max 80x40mm,Box Lid,80x40mm,80.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,269,"{""source_row_number"": 269, ""raw_location"": ""Box Lid - max 80x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POWCKB,Wedge Cheese Knife Block Set,powckb|laser_engraving|block_40x40mm_or_equivalent|40x40mm,Laser Engraving,Block - 40x40mm (or equivalent),Block,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,270,"{""source_row_number"": 270, ""raw_location"": ""Block - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POWCKB,Wedge Cheese Knife Block Set,powckb|laser_engraving|all_3_knives_blades_30x10mm|30x10mm,Laser Engraving,All 3 Knives (Blades) - 30x10mm,All 3 Knives (Blades),30x10mm,30.00,10.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,271,"{""source_row_number"": 271, ""raw_location"": ""All 3 Knives (Blades) - 30x10mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,IGWFFJ,WorkFuel 750ml Food Jar,igwffj|uvdtf_full_colour_small|food_jar_20x20mm|20x20mm,UVDTF Full Colour - Small,Food Jar - 20x20mm,Food Jar,20x20mm,20.00,20.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,272,"{""source_row_number"": 272, ""raw_location"": ""Food Jar - 20x20mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,IGWFFJ,WorkFuel 750ml Food Jar,igwffj|uvdtf_full_colour_small|food_jar_50x50mm|50x50mm,UVDTF Full Colour - Small,Food Jar - 50x50mm,Food Jar,50x50mm,50.00,50.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,273,"{""source_row_number"": 273, ""raw_location"": ""Food Jar - 50x50mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,IGWFFJ,WorkFuel 750ml Food Jar,igwffj|pad_printing|box_max_70x40mm|70x40mm,Pad Printing,Box - max 70x40mm,Box,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,274,"{""source_row_number"": 274, ""raw_location"": ""Box - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGWFFJ,WorkFuel 750ml Food Jar,igwffj|pad_printing|jar_45x45mm|45x45mm,Pad Printing,Jar - 45x45mm,Jar,45x45mm,45.00,45.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,275,"{""source_row_number"": 275, ""raw_location"": ""Jar - 45x45mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGWFFJ,WorkFuel 750ml Food Jar,igwffj|laser_engraving|jar_40x40mm|40x40mm,Laser Engraving,Jar - 40x40mm,Jar,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,276,"{""source_row_number"": 276, ""raw_location"": ""Jar - 40x40mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,IGWFFJ,WorkFuel 750ml Food Jar,igwffj|laser_engraving|indented_area_40x15mm|40x15mm,Laser Engraving,Indented Area - 40x15mm,Indented Area,40x15mm,40.00,15.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,277,"{""source_row_number"": 277, ""raw_location"": ""Indented Area - 40x15mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
